Company_Brand,Sector,Stage,HeadQuarter,BIO,Year,Amount
SpeakIn,Social Network,,Noida,"AI-enabled network of speakers and thought leaders, aka. experts",2020,0.0
LetsUp,Publication,,Mumbai,"Provides News, Jobs, Information & Entertainment on WhatsApp, Absolutely free",2020,0.0
Newsreach,Publication,,Gujarat,NewsReach India offers partner publications a digital footprint,2020,0.0
Dream11,Entertainment,,Mumbai,Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket,2020,225000000.0
SignalX,Internet Services,,Hyderabad,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",2020,750000.0
JetSynthesys,Technology,,Mumbai,Gaming and entertainment startup,2020,40000000.0
Vesta Space Technology,Technology,,Pune,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,2020,10000000.0
Dozee,Health Care,,Bangalore,Dozee offers health and wellness monitoring products.,2020,1600000.0
Rebel Foods,Food,,Pune,"Known for its larger brands – Faasos, Behrouz Biryani, Oven story and Mandarin",2020,50000000.0
Nykaa,Fashion,,Mumbai,Cosmetics & beauty products online,2020,24700000.0
Ketto,Financial Services,,Mumbai,"Crowdfunding, Charity, E-commerce",2020,7700000.0
Suryoday,Financial Services,,Mumbai,Banks that extends two distinct fixed deposit schemes,2020,800000.0
SucSEED,Financial Services,,Hyderabad,Venture Partners,2020,1300000.0
Unacademy,Technology,,Bangalore,Unacademy is an Indian online education technology company,2020,150000000.0
Strata,Real Estate,,Bangalore,"Commercial Real Estate, Commercial Property Investment, Best Long Term Investments",2020,19067328.0
3one4 Capital,Venture capital,,Bangalore,Use transformative capital and a deep involvement strategy to help Indian entrepreneurs,2020,100000000.0
WE-Hub,Entreprenurship,,Hyderabad,WE HUB is the first-of-its-kind and only State-run platform for Women Entrepreneurs.,2020,0.0
Zomato,Food devlivery,,Dhingsara,Get online food delivery from restaurants near you,2020,62000000.0
Vicara,Technology,,Bangalore,A deep tech startup pioneering in motion-based interfaces and insights.,2020,0.0
Gaana,Entertainment,,Gurugram,Gaana is a commercial music streaming service providing free and licensed music.,2020,51000000.0
EM3 Agri,Technology,,Noida,A pioneering organization in the farming-as-a service (FaaS) space,2020,1000000.0
Plum,Cosmetics,,Thane,"Shampoos, Conditioner & Hair Mask For Healthy, Happy Hair",2020,115000.0
Odwen,Warehouse,,Noida,India's first do-it-yourself warehouse management system.,2020,54000.0
Fasal,Technology,,Bangalore,Captures real-time data on crop growth conditions using on-farm sensors and delivers advisories to farmers in Indian languages,2020,20000.0
Trukky,Logistics,,Ahmedabad,"Transportation, logistics services & cargo services.",2020,0.0
BankBazaar,Online financial service,,Chennai,Check your latest Credit Score and get your Credit Report online in India for Free,2020,9000000.0
Specsmakers,Eyeglasses,,Chennai,"A leader in crafting stylish, high-quality, eyewear at affordable prices.",2020,3000000.0
Grinntech,Battery design,,Dehradun,"Grinntech has a range of Lithium-ion batteries which sets new standards in Electrical safety, Energy density, Durability",2020,2000000.0
CreditMantri,Online credit management startup,,Chennai,CreditMantri is a provider of comprehensive Credit Analysis and Credit Improvement programs.,2020,803146.0
Chai Waale,Beverage,,Chennai,Given the rising trend in the number of tea stalls in the city,2020,238000.0
Deepsync,Technology,,Bangalore,"Deepsync is a revolutionary way to record your content, without you really speaking.",2020,300000.0
ConnectedH,Health Care,,Gurgaon,The company’s vision is simple – Connected Healthcare.,2020,0.0
Reliance Retail,E-commerce,,Mumbai,"Retailer delivering superior value to its customers, suppliers and shareholders.",2020,10220000.0
QShala,Technology,,Bangalore,A platform that helps kids learn about life skills,2020,300000.0
Pitstop,Car Service,,Bangalore,"Pitstop owns and operates a network of garages that provides car repair, detailing",2020,1020000.0
Zomato,Food devlivery,,Dhingsara,Get online food delivery from restaurants near you,2020,100000000.0
Customfit ai,Internet Services,,Bangalore,Operates on a SaaS model by providing a hyper-personalised website to users.,2020,0.0
Nirmata,Technology,,Outside India,Nirmata offers a complete solution for Kubernetes management and deployment for cloud-based apps,2020,0.0
Hire Me Car,Technology,Seed,Noida,HireMeCar.com offers customers the fastest and easiest way to plan road travel.,2020,0.0
Oga Fit,Fitness startup,Pre-Series,Bangalore,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,2020,0.0
ShipsKart,E-commerce,Pre-Series,Delhi,"ShipsKart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.",2020,200000.0
SquadStack,Technology,Series A,Outside India,"Empowering consumer businesses to improve their sales conversions and funnel efficiency, using Artificial Intelligence & Data Science.",2020,5000000.0
Financepeer,Technology,Pre-Series,Mumbai,Financepeer is an AI based peer to peer lending platform.,2020,3000000.0
Cashify,E-commerce,Debt,Gurugram,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,2020,10000000.0
Etrio,EV startup,Series A,Hyderabad,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT",2020,3000000.0
Codeyoung,Technology,Seed,Bangalore,Codeyoung provides live online coding classes for kids between the age of 5 - 17.,2020,0.0
StayQrious,Technology,Seed,Bangalore,"Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.",2020,2000000.0
Sunstone Eduversity,Technology,Series A,Gurugram,India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.,2020,3000000.0
Infilect,Internet Services,Pre-Series,Bangalore,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,2020,1500000.0
MobiGarage,E-commerce,Pre-Series,Delhi,An ecommerce platform for refurbished electronics.,2020,0.0
Samunnati,Agriculture,Debt,Chennai,Samunnati is a financial service provider focused on agri value chains.,2020,20000000.0
WeInnovate Biosolutions,Startup laboratory,Seed,Pune,Startup working dedicatedly in the area of healthcare-therapeutic solutions.,2020,0.0
Yummy Corp,Food Industry,Series B,"Tangerang, Jawa Barat, Indonesia","Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.",2020,12000000.0
Smallcase,Technology,Series B,Bangalore,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,2020,13400000.0
Clairvolex,Technology,Debt,Outside India,Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.,2020,2000000.0
Assiduus,E-commerce,Series A,Bangalore,"Assiduus leverages its eCommerce experience to help build, grow and scale your brand on various eCommerce platforms",2020,1000000.0
Brinton,Health Care,Debt,Outside India,Brinton is one of the fastest growing Pharmaceutical Companies spreading its network worldwide.,2020,1300000.0
AFK Gaming,Entertainment,Pre-Series,Mumbai,AFK Gaming is a media and entertainment and gaming company located in Mumbai.,2020,200000.0
Infarm,Technology,Series C,Berlin,Infarm builds and distributes highly efficient vertical farms throughout cities to grow fresh produce right in your neighbourhood.,2020,170000000.0
Zuper,Internet Services,Seed,Seattle,Zuper is a productivity suite for service businesses to mobile field workforce and automate all business operations.,2020,1100000.0
mCaffeine,Personal care startup,Series B,Mumbai,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",2020,2900000.0
Origa,Technology,Debt,Andheri,The charioteer of your growth at all times.,2020,2000000.0
GullyBuy Software,Technology,Pre-Series,Pune,To deliver a solution that will provide shopping convenience to every consumer in India,2020,543000.0
Recordent,Technology,Seed,Hyderabad,A technology-enabled platform that helps MSMEs to increase their business efficiency through collection of dues,2020,0.0
MPL,Entertainment,Series C,Bangalore,Mobile Premier League is the mobile e-Sports platform based in India.,2020,90000000.0
Penny,Internet Services,Seed,Riyadh,Offer various development solutions and mainly focus on helping startups,2020,1300000.0
Onsitego,Customer service company,Series B,Mumbai,Onsitego is a customer service company for device and appliance repairs.,2020,30000000.0
Precily,Internet Services,Seed,Outside India,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,2020,0.0
SmartClean,Technology,Pre-Series,Singapore,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,2020,3400000.0
ClanConnect,Marketing Services,Seed,Delhi,"AI-driven influencer marketing platform ClanConnect.ai, which helps brands make their campaigns more data and result-oriented",2020,600000.0
Servify,Service industry,Series C,Mumbai,Servify is a self-learning platform that provides device management services and warranty solutions.,2020,23000000.0
ShareChat,Social media,Pre-Series,Bangalore,ShareChat is a social networking and regional content platform.,2020,40000000.0
Rephrase.ai,Artificial intelligence,Seed,Bangalore,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,2020,1500000.0
Melorra,Jewellery,Debt,Bangalore,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace",2020,8090000.0
FabHotels,Hospitality,Series B,Gurugram,FabHotels is a network of 3 star budget hotels in India,2020,1030000.0
EkAnek,Technology,Bridge,Delhi,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,2020,5040000.0
Cub McPaws,AR startup,Pre-Series,Mumbai,Cub McPaws is a kids clothing brand.,2020,800000.0
Zimyo,Technology,Seed,Gurgaon,Employee experience platform that empowers organizations to manage and retain great talent!,2020,1500000.0
PumPumPum,Automotive Startup,Debt,Gurgaon,Pumpumpum is a car rental company,2020,360000.0
Burgerama,Food Startup,Pre-Series,Gurgaon,Burgerama is a unit of Junket Foods Private Limited,2020,0.0
Moms Co,Health Care,Series B,Gurgaon,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,2020,8000000.0
DillyHub,Publication,Seed,Seoul,A service that promotes and facilitates the works of independent comic artists,2020,1400000.0
FPL Technologies,Technology,Series A,Pune,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,2020,10000000.0
FITTR,Fitness startup,Pre-Series,Pune,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,2020,2000000.0
Illumnus,Technology,Seed,Pune,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities",2020,100000.0
CashKaro,E-commerce,Series B,Gurgaon,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,2020,10000000.0
